Date,Close/Last,Volume,Open,High,Low,SYMBOL
02/26/2025,$212.94,21368300,$206.91,$213.54,$206.00,Broadcom
02/25/2025,$202.54,33100810,$207.00,$208.6425,$200.92,Broadcom
02/24/2025,$207.93,33050430,$218.60,$219.48,$207.54,Broadcom
02/21/2025,$218.66,24883560,$225.65,$227.75,$215.63,Broadcom
02/20/2025,$226.74,16104000,$228.645,$228.98,$222.75,Broadcom
02/19/2025,$228.73,16375490,$227.85,$229.0653,$224.40,Broadcom
02/18/2025,$228.53,26080550,$230.10,$232.20,$224.3001,Broadcom
02/14/2025,$233.04,16988780,$234.53,$235.74,$228.90,Broadcom
02/13/2025,$235.80,20962030,$236.06,$236.95,$230.7276,Broadcom
02-12-2025,$236.35,16397340,$230.355,$236.48,$230.00,Broadcom
02-11-2025,$235.04,18476200,$232.48,$237.89,$229.9739,Broadcom
02-10-2025,$235.04,23901640,$227.43,$235.82,$227.12,Broadcom
02-07-2025,$224.87,22117470,$235.00,$235.65,$224.11,Broadcom
02-06-2025,$231.36,21169530,$234.50,$234.80,$228.56,Broadcom
02-05-2025,$232.00,29250580,$233.94,$237.9299,$227.50,Broadcom
02-04-2025,$222.43,23768520,$219.35,$223.03,$215.30,Broadcom
02-03-2025,$217.73,24507270,$215.46,$220.9377,$213.51,Broadcom
01/31/2025,$221.27,41150980,$219.66,$226.80,$216.30,Broadcom
01/30/2025,$215.66,42449480,$218.57,$221.96,$213.70,Broadcom
01/29/2025,$206.35,32533740,$208.84,$211.45,$202.77,Broadcom
01/28/2025,$207.36,50315990,$208.01,$209.95,$198.89,Broadcom
01/27/2025,$202.13,90569380,$213.40,$218.43,$196.23,Broadcom
01/24/2025,$244.70,25387830,$244.70,$249.59,$241.91,Broadcom
01/23/2025,$240.28,17653940,$238.41,$240.40,$236.12,Broadcom
01/22/2025,$240.91,29610500,$246.75,$246.99,$240.69,Broadcom
01/21/2025,$240.31,30903190,$241.50,$242.75,$237.40,Broadcom
01/17/2025,$237.44,31196640,$237.08,$238.10,$232.66,Broadcom
01/16/2025,$229.41,23471870,$235.22,$238.60,$229.21,Broadcom
01/15/2025,$228.00,21745620,$228.55,$230.34,$225.58,Broadcom
01/14/2025,$224.70,18143120,$226.57,$230.26,$223.10,Broadcom
01/13/2025,$225.29,23772090,$219.99,$229.26,$219.51,Broadcom
01-10-2025,$224.31,23864010,$227.30,$227.83,$221.25,Broadcom
01-08-2025,$229.31,18756490,$229.70,$232.47,$226.06,Broadcom
01-07-2025,$228.64,25928610,$239.50,$239.50,$227.60,Broadcom
01-06-2025,$236.41,34028380,$236.50,$241.75,$233.30,Broadcom
01-03-2025,$232.55,24973190,$233.59,$236.4893,$229.00,Broadcom
01-02-2025,$231.98,31525830,$236.155,$239.50,$230.2425,Broadcom
12/31/2024,$231.84,17927720,$235.88,$237.46,$231.31,Broadcom
12/30/2024,$235.58,27316800,$234.695,$238.77,$231.62,Broadcom
12/27/2024,$241.75,29282230,$245.64,$245.78,$236.3532,Broadcom
12/26/2024,$245.36,28537540,$240.00,$247.28,$237.60,Broadcom
12/24/2024,$239.68,22827190,$240.115,$240.228,$234.80,Broadcom
12/23/2024,$232.35,40643780,$226.69,$233.3994,$225.13,Broadcom
12/20/2024,$220.79,131910400,$220.36,$230.29,$218.91,Broadcom
12/19/2024,$218.32,40845170,$227.91,$228.05,$217.58,Broadcom
12/18/2024,$223.62,53960100,$239.41,$239.85,$219.22,Broadcom
12/17/2024,$240.23,70382130,$240.65,$242.47,$233.80,Broadcom
12/16/2024,$250.00,111623200,$231.79,$251.88,$230.81,Broadcom
12/13/2024,$224.80,121336600,$213.90,$228.70,$211.11,Broadcom
12-12-2024,$180.66,46967170,$180.93,$182.00,$175.99,Broadcom
12-11-2024,$183.20,41295180,$180.01,$184.87,$176.4296,Broadcom
12-10-2024,$171.81,27762630,$177.81,$178.50,$169.73,Broadcom
12-09-2024,$178.94,20886310,$178.95,$180.7933,$176.0209,Broadcom
12-06-2024,$179.53,27830830,$170.10,$180.68,$169.3301,Broadcom
12-05-2024,$170.47,18489990,$170.75,$172.3981,$169.20,Broadcom
12-04-2024,$170.56,32748250,$173.44,$175.39,$168.56,Broadcom
12-03-2024,$168.15,17024430,$164.48,$168.27,$164.03,Broadcom
12-02-2024,$166.51,21472440,$162.95,$168.3797,$162.75,Broadcom
11/29/2024,$162.08,11024010,$159.57,$162.69,$159.08,Broadcom
11/27/2024,$159.67,19722720,$163.20,$163.20,$157.54,Broadcom
11/26/2024,$164.74,16308770,$164.60,$166.37,$162.69,Broadcom
11/25/2024,$164.82,26850590,$165.395,$167.225,$162.89,Broadcom
11/22/2024,$164.23,17332470,$164.30,$164.9092,$162.40,Broadcom
11/21/2024,$163.94,24835250,$166.25,$166.34,$160.60,Broadcom
11/20/2024,$163.25,17196730,$165.54,$165.54,$160.86,Broadcom
11/19/2024,$165.35,18003400,$166.66,$166.80,$164.31,Broadcom
11/18/2024,$165.67,17870330,$165.66,$166.3463,$162.22,Broadcom
11/15/2024,$164.84,20836160,$168.47,$169.135,$163.43,Broadcom
11/14/2024,$170.38,20638860,$174.77,$175.57,$169.87,Broadcom
11/13/2024,$173.58,17472510,$174.705,$175.5926,$172.60,Broadcom
11-12-2024,$176.22,15861980,$178.90,$179.56,$173.20,Broadcom
11-11-2024,$178.91,17036660,$183.40,$183.63,$176.8201,Broadcom
11-08-2024,$183.64,13503150,$182.99,$185.05,$181.83,Broadcom
11-07-2024,$183.81,18970580,$181.9853,$184.8722,$181.79,Broadcom
11-06-2024,$179.55,24300760,$179.63,$180.21,$175.96,Broadcom
11-05-2024,$173.90,13441750,$170.05,$174.40,$170.05,Broadcom
11-04-2024,$168.55,13621310,$169.28,$172.45,$168.42,Broadcom
11-01-2024,$168.92,17847040,$168.26,$171.3255,$167.50,Broadcom
10/31/2024,$169.77,26086590,$174.45,$174.45,$167.38,Broadcom
10/30/2024,$176.64,17911490,$177.47,$179.19,$175.62,Broadcom
10/29/2024,$179.24,23702340,$172.435,$180.23,$171.2101,Broadcom
10/28/2024,$172.02,13195830,$173.00,$173.9728,$171.345,Broadcom
10/25/2024,$173.00,19977680,$174.19,$176.796,$172.72,Broadcom
10/24/2024,$171.35,20485170,$174.26,$174.30,$169.50,Broadcom
10/23/2024,$173.51,19513710,$177.585,$178.98,$172.57,Broadcom
10/22/2024,$179.38,12062650,$178.66,$180.69,$177.41,Broadcom
10/21/2024,$179.99,13695150,$179.38,$181.7199,$178.25,Broadcom
10/18/2024,$179.89,17835250,$182.32,$182.71,$178.68,Broadcom
10/17/2024,$181.53,25232430,$181.37,$185.51,$180.69,Broadcom
10/16/2024,$176.82,15285050,$178.51,$179.25,$175.33,Broadcom
10/15/2024,$175.98,27657530,$180.79,$181.70,$173.3652,Broadcom
10/14/2024,$182.31,17195820,$183.30,$184.9517,$180.13,Broadcom
10-11-2024,$181.48,23070020,$181.14,$182.59,$177.40,Broadcom
10-10-2024,$185.69,16317970,$183.56,$186.31,$182.53,Broadcom
10-09-2024,$185.95,25504060,$179.24,$186.42,$176.42,Broadcom
10-08-2024,$180.73,20774190,$175.42,$181.60,$174.89,Broadcom
10-07-2024,$175.08,15588330,$174.82,$178.31,$173.86,Broadcom
10-04-2024,$176.64,17941390,$176.30,$176.8998,$172.60,Broadcom
10-03-2024,$171.89,13072280,$169.62,$174.94,$169.19,Broadcom
10-02-2024,$170.66,14317830,$167.55,$172.84,$167.0201,Broadcom
10-01-2024,$167.47,23770420,$172.16,$172.25,$165.80,Broadcom
09/30/2024,$172.50,16900030,$171.87,$172.92,$169.6302,Broadcom
09/27/2024,$172.69,20580910,$178.17,$178.47,$171.76,Broadcom
09/26/2024,$178.09,24340000,$178.50,$180.25,$175.00,Broadcom
09/25/2024,$175.52,16613800,$174.65,$177.14,$173.76,Broadcom
09/24/2024,$174.84,34223410,$172.81,$175.99,$171.68,Broadcom
09/23/2024,$172.94,29431110,$172.00,$173.32,$168.3501,Broadcom
09/20/2024,$171.10,91758510,$167.18,$172.02,$166.47,Broadcom
09/19/2024,$167.42,32453060,$167.68,$170.00,$165.66,Broadcom
09/18/2024,$161.67,26557560,$163.77,$167.47,$161.36,Broadcom
09/17/2024,$162.47,19844340,$165.49,$166.02,$160.70,Broadcom
09/16/2024,$164.02,26126930,$165.19,$165.50,$160.41,Broadcom
09/13/2024,$167.69,29850050,$166.735,$168.08,$164.0401,Broadcom
09-12-2024,$164.56,43581920,$158.10,$166.32,$156.83,Broadcom
09-11-2024,$158.27,39700770,$148.39,$158.87,$145.04,Broadcom
09-10-2024,$148.21,36067470,$141.22,$149.86,$141.04,Broadcom
09-09-2024,$140.82,39516690,$139.11,$141.585,$134.90,Broadcom
09-06-2024,$136.995,76634630,$143.25,$143.50,$136.60,Broadcom
09-05-2024,$152.82,31548540,$150.565,$156.36,$150.11,Broadcom
09-04-2024,$154.12,20324060,$150.30,$157.79,$149.15,Broadcom
09-03-2024,$152.79,37179060,$160.38,$160.74,$151.38,Broadcom
08/30/2024,$162.82,25158510,$161.12,$163.24,$158.71,Broadcom
08/29/2024,$156.93,23519290,$158.49,$163.20,$155.41,Broadcom
08/28/2024,$158.18,18063620,$160.08,$162.28,$156.25,Broadcom
08/27/2024,$161.39,16683110,$157.60,$162.03,$155.83,Broadcom
08/26/2024,$159.62,18521150,$164.96,$165.70,$158.66,Broadcom
08/23/2024,$166.36,18848020,$165.025,$168.28,$163.46,Broadcom
08/22/2024,$162.34,30044530,$170.84,$172.42,$161.49,Broadcom
08/21/2024,$165.78,16097690,$165.12,$166.47,$162.88,Broadcom
08/20/2024,$165.95,19417490,$167.05,$168.3699,$164.15,Broadcom
08/19/2024,$167.71,20441690,$164.86,$167.83,$160.42,Broadcom
08/16/2024,$165.72,19296870,$164.47,$166.09,$162.68,Broadcom
08/15/2024,$166.13,27944970,$161.20,$166.67,$160.3351,Broadcom
08/14/2024,$157.69,20184200,$158.02,$160.25,$154.72,Broadcom
08/13/2024,$156.16,22053600,$151.55,$156.38,$149.81,Broadcom
08-12-2024,$148.62,17778470,$148.08,$151.13,$146.37,Broadcom
08-09-2024,$148.26,18438660,$144.20,$149.55,$144.11,Broadcom
08-08-2024,$145.74,27583200,$141.20,$146.27,$138.40,Broadcom
08-07-2024,$136.27,29749760,$148.25,$150.10,$135.83,Broadcom
08-06-2024,$143.92,24751290,$141.73,$148.91,$140.25,Broadcom
08-05-2024,$142.08,41309260,$129.61,$145.42,$128.50,Broadcom
08-02-2024,$143.82,33745840,$141.925,$145.35,$139.60,Broadcom
08-01-2024,$147.02,40319960,$157.50,$158.91,$146.17,Broadcom
07/31/2024,$160.68,45827510,$151.47,$161.33,$151.00,Broadcom
07/30/2024,$143.52,31102340,$153.28,$153.47,$143.35,Broadcom
07/29/2024,$150.22,16625760,$152.02,$155.00,$149.15,Broadcom
07/26/2024,$151.63,20839870,$153.50,$153.58,$149.9202,Broadcom
07/25/2024,$149.26,30872130,$151.26,$153.55,$145.52,Broadcom
07/24/2024,$151.34,37162620,$160.355,$161.405,$151.10,Broadcom
07/23/2024,$163.77,21570180,$160.395,$165.33,$159.90,Broadcom
07/22/2024,$161.06,28813330,$160.23,$162.99,$157.90,Broadcom
07/19/2024,$157.35,26309550,$161.84,$163.95,$157.12,Broadcom
07/18/2024,$160.52,37973500,$158.89,$161.51,$153.90,Broadcom
07/17/2024,$155.98,43343360,$162.31,$162.84,$155.61,Broadcom
07/16/2024,$169.375,22244940,$172.40,$172.81,$166.40,Broadcom
07/15/2024,$171.42,22999200,$170.00,$173.5099,$169.26,Broadcom
07-12-2024,$170.067,30453000,$171.103,$172.591,$169.131,Broadcom
07-11-2024,$170.595,51111680,$176.466,$176.487,$166.85,Broadcom
07-10-2024,$174.469,41074200,$174.60,$176.649,$172.6363,Broadcom
07-09-2024,$173.331,37916210,$175.656,$177.098,$170.556,Broadcom
07-08-2024,$174.586,36398460,$170.50,$175.69,$170.50,Broadcom
07-05-2024,$170.331,45240480,$175.556,$176.547,$169.60,Broadcom
07-03-2024,$172.922,39953820,$167.00,$172.922,$166.446,Broadcom
07-02-2024,$165.748,32538840,$164.08,$165.92,$162.20,Broadcom
07-01-2024,$164.08,47623440,$160.82,$164.875,$159.35,Broadcom
06/28/2024,$160.553,69376630,$159.588,$163.923,$158.60,Broadcom
06/27/2024,$158.666,31649060,$159.20,$160.562,$157.10,Broadcom
06/26/2024,$159.20,46478750,$159.762,$161.818,$157.359,Broadcom
06/25/2024,$158.079,56810450,$160.013,$160.604,$156.40,Broadcom
06/24/2024,$159.221,58575380,$164.205,$166.10,$159.066,Broadcom
06/21/2024,$165.863,99998610,$169.566,$171.3999,$165.142,Broadcom
06/20/2024,$173.456,68156620,$180.346,$180.475,$172.222,Broadcom
06/18/2024,$180.252,86796740,$183.959,$185.162,$178.501,Broadcom
06/17/2024,$182.887,87527620,$180.00,$184.30,$177.858,Broadcom
06/14/2024,$173.504,69704710,$168.686,$174.724,$168.21,Broadcom
06/13/2024,$167.899,89060650,$171.00,$173.585,$165.252,Broadcom
06-12-2024,$149.551,56697370,$150.00,$150.58,$147.64,Broadcom
06-11-2024,$146.103,34844320,$143.82,$146.501,$141.623,Broadcom
06-10-2024,$144.047,31081710,$140.98,$144.905,$140.9125,Broadcom
06-07-2024,$140.664,17859030,$140.7775,$142.50,$139.702,Broadcom
06-06-2024,$140.127,20171810,$142.187,$142.269,$138.824,Broadcom
06-05-2024,$141.309,32946560,$134.60,$141.435,$134.054,Broadcom
06-04-2024,$133.082,23048140,$132.04,$133.199,$130.701,Broadcom
06-03-2024,$132.19,26278470,$135.27,$135.30,$130.253,Broadcom
05/31/2024,$132.855,73091320,$136.136,$136.255,$130.726,Broadcom
05/30/2024,$136.408,21728280,$137.90,$138.278,$135.564,Broadcom
05/29/2024,$139.067,26860550,$139.91,$139.91,$138.30,Broadcom
05/28/2024,$141.245,22918860,$141.00,$141.7181,$139.254,Broadcom
05/24/2024,$140.784,16729960,$139.979,$141.3584,$139.2024,Broadcom
05/23/2024,$139.329,31038990,$142.843,$142.90,$137.80,Broadcom
05/22/2024,$139.224,21002120,$139.601,$140.50,$138.422,Broadcom
05/21/2024,$139.92,15332510,$139.868,$140.939,$139.346,Broadcom
05/20/2024,$141.403,27169950,$139.60,$141.694,$139.316,Broadcom
05/17/2024,$139.529,18173670,$141.242,$141.953,$138.178,Broadcom
05/16/2024,$141.213,28395030,$142.60,$144.54,$140.506,Broadcom
05/15/2024,$143.617,32757380,$138.00,$143.895,$136.9975,Broadcom
05/14/2024,$138.003,19420290,$133.234,$138.199,$132.58,Broadcom
05/13/2024,$133.751,18507030,$134.80,$135.839,$133.011,Broadcom
05-10-2024,$133.28,16299530,$131.531,$134.40,$131.531,Broadcom
05-09-2024,$130.567,12169550,$131.783,$132.161,$130.20,Broadcom
05-08-2024,$132.537,13917640,$129.35,$133.7905,$128.849,Broadcom
05-07-2024,$130.311,12412830,$131.644,$131.899,$129.6755,Broadcom
05-06-2024,$131.031,16287080,$128.6225,$131.077,$127.507,Broadcom
05-03-2024,$127.811,24897550,$125.90,$128.388,$124.714,Broadcom
05-02-2024,$123.857,29479680,$125.628,$126.445,$122.331,Broadcom
05-01-2024,$124.286,30957830,$127.833,$129.237,$124.1345,Broadcom
04/30/2024,$130.027,22113360,$132.888,$134.835,$129.905,Broadcom
04/29/2024,$133.862,13371790,$134.408,$135.298,$132.5695,Broadcom
04/26/2024,$134.407,24099830,$131.00,$135.583,$130.313,Broadcom
04/25/2024,$129.442,30409670,$127.245,$130.803,$125.70,Broadcom
04/24/2024,$125.682,20107930,$126.39,$128.562,$124.496,Broadcom
04/23/2024,$124.919,22025130,$122.817,$125.79,$122.802,Broadcom
04/22/2024,$122.446,25162180,$122.45,$123.32,$120.054,Broadcom
04/19/2024,$120.471,44796580,$125.899,$126.00,$119.756,Broadcom
04/18/2024,$125.899,24888030,$128.80,$129.265,$125.546,Broadcom
04/17/2024,$128.263,24717800,$134.311,$134.70,$128.142,Broadcom
04/16/2024,$132.906,18922740,$131.538,$133.6319,$131.10,Broadcom
04/15/2024,$131.069,24370450,$137.00,$137.00,$130.60,Broadcom
04-12-2024,$134.407,27823320,$135.201,$136.6505,$133.662,Broadcom
04-11-2024,$138.246,31713310,$133.268,$139.187,$132.365,Broadcom
04-10-2024,$132.237,17466520,$132.30,$133.575,$131.548,Broadcom
04-09-2024,$133.408,18007940,$135.737,$135.948,$130.864,Broadcom
04-08-2024,$133.61,17139170,$133.365,$134.25,$131.575,Broadcom
04-05-2024,$133.943,19438280,$132.60,$136.123,$131.4195,Broadcom
04-04-2024,$131.75,27013650,$138.532,$140.398,$131.50,Broadcom
04-03-2024,$136.321,28650420,$132.80,$137.682,$132.527,Broadcom
04-02-2024,$133.876,24693560,$131.579,$134.237,$130.3414,Broadcom
04-01-2024,$135.026,17251960,$132.568,$136.298,$132.541,Broadcom
03/28/2024,$132.541,19855520,$131.79,$133.009,$131.153,Broadcom
03/27/2024,$131.873,25582650,$135.00,$135.00,$129.602,Broadcom
03/26/2024,$133.149,23522180,$136.469,$137.9938,$133.051,Broadcom
03/25/2024,$135.158,21236600,$134.503,$135.844,$133.747,Broadcom
03/22/2024,$135.347,38623860,$135.00,$137.622,$134.615,Broadcom
03/21/2024,$134.80,72467730,$132.832,$140.361,$131.60,Broadcom
03/20/2024,$127.60,40946140,$123.902,$128.799,$122.659,Broadcom
03/19/2024,$123.801,24490870,$121.695,$124.027,$120.402,Broadcom
03/18/2024,$123.724,25737160,$125.398,$126.288,$123.17,Broadcom
03/15/2024,$123.55,88822510,$125.346,$126.737,$123.007,Broadcom
03/14/2024,$126.227,38029380,$126.254,$127.313,$124.771,Broadcom
03/13/2024,$125.787,37838480,$128.288,$128.288,$125.2355,Broadcom
03-12-2024,$129.188,42789130,$130.70,$130.779,$125.928,Broadcom
03-11-2024,$129.312,31105120,$127.793,$129.902,$125.256,Broadcom
03-08-2024,$130.872,74024840,$139.425,$141.30,$130.158,Broadcom
03-07-2024,$140.701,62831770,$138.199,$141.431,$137.289,Broadcom
03-06-2024,$135.00,43195890,$139.158,$139.483,$134.706,Broadcom
03-05-2024,$134.275,36039750,$139.50,$139.50,$133.237,Broadcom
03-04-2024,$140.226,34854180,$140.315,$143.817,$138.519,Broadcom
03-01-2024,$139.917,44487720,$132.593,$140.776,$132.00,Broadcom
02/29/2024,$130.049,27535640,$130.331,$130.8395,$128.7275,Broadcom
02/28/2024,$128.942,10967180,$129.30,$129.852,$128.2973,Broadcom
02/27/2024,$129.623,12126050,$130.913,$131.194,$129.222,Broadcom
02/26/2024,$130.913,16282480,$131.00,$131.879,$130.146,Broadcom
02/23/2024,$129.637,23114640,$130.837,$131.962,$128.882,Broadcom
02/22/2024,$130.49,40819260,$128.171,$131.098,$127.647,Broadcom
02/21/2024,$122.745,20639830,$121.80,$122.805,$120.264,Broadcom
02/20/2024,$122.655,26329190,$123.586,$123.772,$121.256,Broadcom
02/16/2024,$124.548,21268050,$125.904,$127.5685,$124.239,Broadcom
02/15/2024,$126.507,21873440,$127.995,$128.00,$124.485,Broadcom
02/14/2024,$126.222,27306260,$126.924,$127.30,$124.1318,Broadcom
02/13/2024,$125.165,31906520,$123.512,$125.587,$122.709,Broadcom
02-12-2024,$126.50,24778220,$129.001,$129.007,$125.90,Broadcom
02-09-2024,$128.344,26292890,$125.203,$128.575,$124.899,Broadcom
02-08-2024,$127.476,29326240,$126.70,$129.597,$126.501,Broadcom
02-07-2024,$125.706,25767750,$123.40,$125.951,$122.67,Broadcom
02-06-2024,$122.265,25354100,$126.357,$127.211,$121.194,Broadcom
02-05-2024,$124.31,22044520,$122.696,$124.7752,$122.215,Broadcom
02-02-2024,$122.434,26689290,$120.875,$123.469,$120.515,Broadcom
02-01-2024,$120.001,19411280,$118.735,$120.309,$117.911,Broadcom
01/31/2024,$118.00,27400190,$118.945,$119.722,$117.431,Broadcom
01/30/2024,$120.816,20682540,$121.677,$122.80,$120.429,Broadcom
01/29/2024,$121.777,21526470,$121.491,$122.367,$120.4995,Broadcom
01/26/2024,$120.488,25817600,$121.97,$122.121,$120.023,Broadcom
01/25/2024,$123.00,36356100,$128.10,$128.10,$122.88,Broadcom
01/24/2024,$125.387,34804820,$124.2295,$128.455,$123.1009,Broadcom
01/23/2024,$122.631,16952110,$122.10,$122.698,$120.352,Broadcom
01/22/2024,$122.05,31222240,$121.625,$123.133,$120.8218,Broadcom
01/19/2024,$121.12,53077120,$115.731,$121.70,$115.60,Broadcom
01/18/2024,$114.391,32228400,$112.49,$114.6548,$112.188,Broadcom
01/17/2024,$110.367,18314050,$110.629,$111.311,$109.0215,Broadcom
01/16/2024,$111.496,26145080,$111.234,$112.6243,$109.863,Broadcom
01-12-2024,$110.768,26881960,$111.21,$111.569,$110.001,Broadcom
01-11-2024,$109.998,25757220,$108.432,$110.13,$107.4505,Broadcom
01-10-2024,$108.057,17643450,$108.035,$108.2955,$106.2605,Broadcom
01-09-2024,$108.249,23225340,$106.562,$108.855,$106.471,Broadcom
01-08-2024,$107.485,33110290,$105.65,$107.80,$105.2002,Broadcom
01-05-2024,$104.928,22474690,$105.16,$105.546,$104.151,Broadcom
01-04-2024,$104.901,25658030,$105.796,$106.9497,$104.737,Broadcom
01-03-2024,$105.858,34735470,$107.02,$107.50,$105.531,Broadcom
01-02-2024,$108.538,28831020,$109.212,$110.20,$107.709,Broadcom
12/29/2023,$111.625,20558000,$112.146,$112.438,$111.467,Broadcom
12/28/2023,$112.241,21249250,$113.169,$113.224,$111.905,Broadcom
12/27/2023,$112.617,20055230,$113.60,$113.957,$112.296,Broadcom
12/26/2023,$113.189,16793270,$112.424,$113.55,$112.302,Broadcom
12/22/2023,$112.198,19088970,$112.798,$113.20,$111.353,Broadcom
12/21/2023,$112.729,24105610,$113.265,$113.542,$111.50,Broadcom
12/20/2023,$111.038,34523350,$113.27,$114.136,$110.926,Broadcom
12/19/2023,$113.958,36020400,$114.20,$115.046,$113.2505,Broadcom
12/18/2023,$114.70,54741370,$112.08,$115.182,$111.864,Broadcom
12/15/2023,$112.974,118543700,$109.522,$114.988,$109.4618,Broadcom
12/14/2023,$110.649,66964020,$109.218,$112.146,$109.028,Broadcom
12/13/2023,$108.969,71653750,$106.80,$109.978,$106.254,Broadcom
12-12-2023,$107.228,90241550,$102.799,$107.939,$102.458,Broadcom
12-11-2023,$102.924,101183700,$95.701,$103.951,$95.609,Broadcom
12-08-2023,$94.43,69668420,$92.784,$95.073,$91.0526,Broadcom
12-07-2023,$92.226,43516890,$90.554,$92.412,$90.364,Broadcom
12-06-2023,$90.364,24812690,$92.036,$92.097,$90.31,Broadcom
12-05-2023,$91.312,37065930,$91.16,$91.727,$90.5845,Broadcom
12-04-2023,$92.397,25009210,$92.064,$93.097,$91.644,Broadcom
12-01-2023,$93.00,29612440,$92.246,$93.39,$90.80,Broadcom
11/30/2023,$92.573,49571100,$94.10,$94.2415,$91.837,Broadcom
11/29/2023,$94.083,34842740,$94.834,$95.943,$93.937,Broadcom
11/28/2023,$94.635,39024940,$93.994,$95.086,$93.416,Broadcom
11/27/2023,$95.024,96962020,$97.615,$98.101,$94.933,Broadcom
11/24/2023,$97.887,23157890,$97.496,$97.986,$96.675,Broadcom
11/22/2023,$97.20,33750920,$98.369,$98.799,$97.10,Broadcom
11/21/2023,$98.12,43343840,$97.50,$99.10,$97.163,Broadcom
11/20/2023,$99.571,18680340,$97.30,$99.987,$97.30,Broadcom
11/17/2023,$97.773,19794610,$95.821,$98.389,$95.10,Broadcom
11/16/2023,$95.955,26198030,$96.40,$96.87,$95.052,Broadcom
11/15/2023,$97.54,16099480,$97.951,$98.175,$96.691,Broadcom
11/14/2023,$97.296,23885580,$96.234,$97.677,$95.5252,Broadcom
11/13/2023,$94.693,16892970,$95.005,$95.24,$94.048,Broadcom
11-10-2023,$95.752,36287920,$92.174,$95.895,$91.821,Broadcom
11-09-2023,$91.138,24486210,$91.25,$92.98,$90.856,Broadcom
11-08-2023,$91.113,15279940,$90.00,$91.2908,$89.90,Broadcom
11-07-2023,$89.782,19366650,$88.232,$90.177,$87.6155,Broadcom
11-06-2023,$88.083,12871480,$88.156,$88.589,$87.121,Broadcom
11-03-2023,$88.268,18041290,$87.75,$88.75,$87.1057,Broadcom
11-02-2023,$87.13,18759450,$86.20,$88.05,$86.00,Broadcom
11-01-2023,$85.294,18683910,$84.20,$85.3825,$83.557,Broadcom
10/31/2023,$84.137,14747200,$84.389,$84.55,$83.26,Broadcom
10/30/2023,$84.125,20889460,$84.11,$84.943,$82.715,Broadcom
10/27/2023,$83.836,18236280,$83.00,$84.021,$82.854,Broadcom
10/26/2023,$82.675,27916560,$84.791,$85.4415,$81.834,Broadcom
10/25/2023,$84.963,21431600,$87.707,$87.873,$84.608,Broadcom
10/24/2023,$88.111,14972440,$86.40,$88.30,$86.312,Broadcom
10/23/2023,$86.222,16455790,$85.796,$87.36,$84.282,Broadcom
10/20/2023,$85.363,26953070,$87.49,$87.49,$85.184,Broadcom
10/19/2023,$86.783,26619700,$88.702,$88.949,$86.567,Broadcom
10/18/2023,$88.703,20404340,$87.9945,$89.563,$87.52,Broadcom
10/17/2023,$88.44,33008340,$88.515,$89.298,$86.60,Broadcom
10/16/2023,$90.257,21150480,$89.097,$91.5785,$89.097,Broadcom
10/13/2023,$88.318,28333520,$90.90,$92.591,$88.209,Broadcom
10-12-2023,$90.56,43870550,$87.643,$91.793,$87.643,Broadcom
10-11-2023,$87.456,14334120,$85.971,$87.534,$85.655,Broadcom
10-10-2023,$85.841,14718070,$85.715,$87.2545,$85.572,Broadcom
10-09-2023,$85.588,15759850,$84.046,$85.661,$83.783,Broadcom
10-06-2023,$84.526,21103190,$81.94,$84.8385,$81.172,Broadcom
10-05-2023,$82.386,11474240,$82.011,$82.863,$81.548,Broadcom
10-04-2023,$82.381,16417060,$82.033,$83.058,$81.6303,Broadcom
10-03-2023,$81.483,18760860,$82.70,$83.575,$80.891,Broadcom
10-02-2023,$83.495,14675780,$82.906,$83.856,$82.35,Broadcom
09/29/2023,$83.058,16481040,$83.645,$84.404,$82.291,Broadcom
09/28/2023,$83.20,16179940,$82.017,$83.886,$81.468,Broadcom
09/27/2023,$81.681,15352680,$81.926,$82.368,$80.438,Broadcom
09/26/2023,$81.619,17641380,$82.917,$83.0265,$81.121,Broadcom
09/25/2023,$83.389,15647580,$82.80,$83.856,$82.301,Broadcom
09/22/2023,$82.908,27795010,$81.124,$83.058,$81.038,Broadcom
09/21/2023,$80.836,53671650,$79.511,$82.25,$79.509,Broadcom
09/20/2023,$83.057,13701710,$84.999,$84.999,$83.035,Broadcom
09/19/2023,$84.92,13131960,$84.599,$85.103,$83.85,Broadcom
09/18/2023,$85.00,16540860,$84.258,$85.633,$84.00,Broadcom
09/15/2023,$85.168,50189580,$86.816,$86.816,$84.29,Broadcom
09/14/2023,$87.164,19648280,$85.903,$87.667,$85.50,Broadcom
09/13/2023,$85.293,17412630,$84.719,$85.911,$84.424,Broadcom
09-12-2023,$84.452,16680270,$85.024,$85.8265,$84.166,Broadcom
09-11-2023,$85.914,15710390,$86.877,$86.90,$84.565,Broadcom
09-08-2023,$85.755,16819000,$85.50,$86.083,$85.012,Broadcom
09-07-2023,$85.703,27789200,$85.95,$86.169,$84.052,Broadcom
09-06-2023,$87.227,20142460,$87.25,$87.737,$86.674,Broadcom
09-05-2023,$87.217,24808070,$86.951,$88.30,$86.70,Broadcom
09-01-2023,$87.252,65017160,$90.187,$90.187,$86.466,Broadcom
08/31/2023,$92.289,55202850,$89.801,$92.367,$89.377,Broadcom
08/30/2023,$89.228,23234240,$89.239,$89.871,$87.911,Broadcom
08/29/2023,$88.993,27822390,$85.84,$89.2835,$85.642,Broadcom
